,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
1458,1.0,0.015,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.528
1459,19.0,0.166,Breitbart,"show, one, story, like, time, life, first, book, world, new",0.371
1460,1.0,0.138,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.388
1461,1.0,0.164,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.511
1462,12.0,-0.04,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.36
1463,12.0,0.03,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.317
1464,12.0,0.106,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.354
1465,12.0,0.038,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.294
1466,16.0,0.039,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.353
1467,10.0,-0.028,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.309
1468,11.0,-0.16,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.507
1469,2.0,0.05,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.449
1470,1.0,-0.042,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.322
1471,1.0,-0.076,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.381
1472,11.0,0.069,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.299
1473,12.0,0.076,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.355
1474,16.0,0.012,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.331
1475,1.0,0.077,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.372
1476,1.0,0.076,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.294
1477,16.0,0.182,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.375
1478,16.0,0.061,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.287
1479,21.0,0.085,Breitbart,"said, health, study, research, food, fda, science, drug, found, treatment",0.392
1480,16.0,0.047,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.448
1481,2.0,0.163,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.406
1482,1.0,0.089,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.411
1483,1.0,0.128,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.377
1484,1.0,0.104,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.333
1485,1.0,0.061,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.402
1486,4.0,0.025,Breitbart,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.385
1487,4.0,0.046,Breitbart,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.507
1488,1.0,-0.018,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.421
1489,4.0,0.06,Breitbart,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.431
1490,17.0,0.028,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.295
1491,1.0,0.097,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.422
1492,3.0,0.079,Breitbart,"nh, patient, hospital, cuba, service, bill, communist, cuban, health, visiting",0.443
1493,10.0,0.123,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.305
1494,10.0,-0.028,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.291
1495,12.0,-0.083,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.389
1496,12.0,-0.045,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.388
1497,10.0,0.036,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.232
1498,12.0,0.156,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.486
1499,12.0,0.134,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.201
1500,10.0,0.057,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.307
1501,10.0,0.058,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.562
1502,12.0,0.092,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.432
1503,10.0,0.127,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.335
1504,12.0,-0.023,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.411
1505,10.0,0.094,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.321
1506,12.0,0.001,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.361
1507,10.0,0.051,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.216
1508,16.0,0.017,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.316
1509,10.0,-0.001,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.374
1510,10.0,0.053,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.292
1511,12.0,0.102,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.338
1512,2.0,0.044,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.331
1513,11.0,0.059,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.335
1514,10.0,0.04,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.399
1515,12.0,0.04,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.457
1516,2.0,-0.008,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.472
1517,12.0,0.01,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.581
1518,2.0,0.119,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.402
1519,12.0,0.027,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.326
1520,2.0,0.23,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.57
1521,12.0,0.009,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.365
1522,12.0,0.092,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.406
1523,2.0,0.264,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.455
1524,12.0,-0.02,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.492
1525,12.0,0.018,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.546
1526,19.0,-0.031,Breitbart,"show, one, story, like, time, life, first, book, world, new",0.566
1527,4.0,0.114,Breitbart,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.569
1528,12.0,0.013,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.349
1529,2.0,0.091,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.438
1530,2.0,0.123,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.316
1531,10.0,-0.004,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.349
1532,12.0,0.304,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.472
1533,12.0,0.226,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.551
1534,2.0,-0.111,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.369
1535,12.0,0.085,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.357
1536,17.0,0.083,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.373
1537,11.0,-0.016,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.291
1538,12.0,0.02,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.344
1539,2.0,0.154,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.429
1540,17.0,0.037,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.536
1541,11.0,-0.043,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.379
1542,11.0,-0.054,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.259
1543,11.0,0.027,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.352
1544,21.0,0.057,Breitbart,"said, health, study, research, food, fda, science, drug, found, treatment",0.392
1545,16.0,0.078,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.297
1546,10.0,0.137,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.316
1547,10.0,0.158,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.453
1548,11.0,0.044,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.262
1549,11.0,-0.027,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.355
1550,11.0,-0.018,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.246
1551,11.0,0.062,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.229
1552,12.0,0.12,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.292
1553,11.0,0.022,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.383
1554,17.0,0.009,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.246
1555,10.0,0.077,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.389
1556,11.0,-0.011,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.351
1557,11.0,0.051,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.38
1558,11.0,0.057,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.327
1559,15.0,0.021,Breitbart,"game, team, player, first, win, season, year, sport, final, woman",0.163
1560,11.0,-0.023,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.314
1561,11.0,0.033,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.316
1562,10.0,-0.013,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.355
1563,11.0,-0.002,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.333
1564,12.0,0.064,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.315
1565,16.0,0.052,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.27
1566,11.0,-0.014,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.378
1567,11.0,-0.009,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.256
1568,2.0,-0.014,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.378
1569,2.0,0.11,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.558
1570,15.0,-0.018,Breitbart,"game, team, player, first, win, season, year, sport, final, woman",0.397
1571,15.0,0.069,Breitbart,"game, team, player, first, win, season, year, sport, final, woman",0.382
1572,16.0,0.025,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.311
1573,15.0,-0.161,Breitbart,"game, team, player, first, win, season, year, sport, final, woman",0.419
1574,11.0,0.153,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.443
1575,2.0,0.05,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.364
1576,2.0,0.112,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.325
1577,2.0,0.327,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.571
1578,15.0,0.054,Breitbart,"game, team, player, first, win, season, year, sport, final, woman",0.391
1579,15.0,0.085,Breitbart,"game, team, player, first, win, season, year, sport, final, woman",0.345
1580,20.0,0.032,Breitbart,"queen, club, white, sherpa, virginia_beach, performance, red, night, taylor, jackson",0.528
1581,2.0,-0.02,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.417
1582,2.0,-0.053,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.379
1583,12.0,0.186,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.305
1584,2.0,0.02,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.474
1585,16.0,0.112,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.47
